,id,paragraph
10,r221205a,1(cid:23)(cid:0)(cid:9)(cid:10)(cid:22)(cid:5)(cid:9)(cid:30)(cid:3)(cid:0)(cid:5)(cid:9)(cid:10)(cid:0)(cid:7)(cid:6)(cid:25)(cid:6)(cid:7)(cid:10)(cid:7)(cid:0)(cid:6)(cid:8)(cid:12)(cid:16)(cid:0)(cid:12)(cid:29)(cid:16)(cid:0)(cid:3)(cid:10)(cid:11)(cid:12)(cid:6)(cid:16)(cid:8)(cid:3)(cid:20)(cid:0)(cid:10)(cid:17)(cid:5)(cid:24)(cid:16)(cid:9)(cid:5)(cid:12)(cid:6)(cid:8)(cid:26)(cid:0)(cid:6)(cid:8)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:22)(cid:5)(cid:6)(cid:8)(cid:0)(cid:16)(cid:8)(cid:0)(cid:22)(cid:23)(cid:0)(cid:21)(cid:6)(cid:9)(cid:3)(cid:12)(cid:0)(cid:12)(cid:29)(cid:16)(cid:0)(cid:13)(cid:16)(cid:6)(cid:8)(cid:12)(cid:3)(cid:28)(cid:0)(cid:0)(cid:4)(cid:0)(cid:29)(cid:6)(cid:17)(cid:17) (cid:9)(cid:10)(cid:12)(cid:19)(cid:9)(cid:8)(cid:0)(cid:12)(cid:16)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0))*+(cid:0)(cid:24)(cid:5)(cid:17)(cid:5)(cid:8)(cid:11)(cid:10)(cid:0)(cid:3)(cid:14)(cid:10)(cid:10)(cid:12)(cid:0)(cid:6)(cid:8)(cid:0)(cid:21)(cid:19)(cid:12)(cid:19)(cid:9)(cid:10)(cid:0)(cid:11)(cid:16)(cid:22)(cid:22)(cid:19)(cid:8)(cid:6)(cid:11)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:3)(cid:20)(cid:0)(cid:24)(cid:19)(cid:12)(cid:0)(cid:12)(cid:14)(cid:6)(cid:3)(cid:0)(cid:29)(cid:6)(cid:17)(cid:17)(cid:0)(cid:24)(cid:10)(cid:0)(cid:5)(cid:21)(cid:12)(cid:10)(cid:9)(cid:0)(cid:16)(cid:19)(cid:9)(cid:0)2(cid:16)(cid:25)(cid:10)(cid:9)(cid:8)(cid:6)(cid:8)(cid:26) *(cid:16)(cid:19)(cid:8)(cid:11)(cid:6)(cid:17)(cid:0)(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)(cid:0)(cid:6)(cid:8)(cid:0)$(cid:10)(cid:11)(cid:10)(cid:22)(cid:24)(cid:10)(cid:9)(cid:20)(cid:0)(cid:29)(cid:14)(cid:10)(cid:8)(cid:20)(cid:0)(cid:5)(cid:3)(cid:0)3(cid:9)(cid:10)(cid:3)(cid:6)(cid:7)(cid:10)(cid:8)(cid:12)(cid:0)4(cid:5)(cid:26)(cid:5)(cid:9)(cid:7)(cid:10)(cid:0)(cid:14)(cid:5)(cid:3)(cid:0)(cid:6)(cid:8)(cid:7)(cid:6)(cid:11)(cid:5)(cid:12)(cid:10)(cid:7)(cid:20)(cid:0)(cid:29)(cid:10)(cid:0)(cid:29)(cid:6)(cid:17)(cid:17)(cid:0)(cid:17)(cid:5)(cid:23)(cid:0)(cid:16)(cid:19)(cid:12)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:30)(cid:10)(cid:23) (cid:13)(cid:9)(cid:6)(cid:8)(cid:11)(cid:6)(cid:13)(cid:17)(cid:10)(cid:3)(cid:0)(cid:21)(cid:16)(cid:9)(cid:0)(cid:9)(cid:10)(cid:7)(cid:19)(cid:11)(cid:6)(cid:8)(cid:26)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:24)(cid:16)(cid:8)(cid:7)(cid:0)(cid:14)(cid:16)(cid:17)(cid:7)(cid:6)(cid:8)(cid:26)(cid:3)(cid:0)(cid:6)(cid:8)(cid:0)(cid:16)(cid:19)(cid:9)(cid:0)(cid:5)(cid:3)(cid:3)(cid:10)(cid:12)(cid:0)(cid:13)(cid:19)(cid:9)(cid:11)(cid:14)(cid:5)(cid:3)(cid:10)(cid:0)(cid:13)(cid:9)(cid:16)(cid:26)(cid:9)(cid:5)(cid:22)(cid:22)(cid:10)(cid:0)(cid:13)(cid:16)(cid:9)(cid:12)(cid:21)(cid:16)(cid:17)(cid:6)(cid:16)(cid:0)(cid:6)(cid:8)(cid:0)(cid:5)(cid:0)(cid:22)(cid:10)(cid:5)(cid:3)(cid:19)(cid:9)(cid:10)(cid:7) (cid:5)(cid:8)(cid:7)(cid:0)(cid:13)(cid:9)(cid:10)(cid:7)(cid:6)(cid:11)(cid:12)(cid:5)(cid:24)(cid:17)(cid:10)(cid:0)(cid:22)(cid:5)(cid:8)(cid:8)(cid:10)(cid:9)(cid:28)
11,r221205a,56789:68;(cid:0)<=8>?=@A(cid:0):<6(cid:0)B;66:>@C9DE9;66:>@CF(cid:0)7GG8=7H< (cid:4)(cid:8)(cid:0)(cid:18)(cid:19)(cid:17)(cid:23)(cid:0)(cid:16)(cid:21)(cid:0)(cid:12)(cid:14)(cid:6)(cid:3)(cid:0)(cid:23)(cid:10)(cid:5)(cid:9)(cid:20)(cid:0)(cid:29)(cid:14)(cid:10)(cid:8)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)2(cid:16)(cid:25)(cid:10)(cid:9)(cid:8)(cid:6)(cid:8)(cid:26)(cid:0)*(cid:16)(cid:19)(cid:8)(cid:11)(cid:6)(cid:17)(cid:0)(cid:16)(cid:21)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0))*+(cid:0)(cid:3)(cid:12)(cid:5)(cid:9)(cid:12)(cid:10)(cid:7)(cid:0)(cid:9)(cid:5)(cid:6)(cid:3)(cid:6)(cid:8)(cid:26)(cid:0)(cid:9)(cid:5)(cid:12)(cid:10)(cid:3)(cid:20)(cid:0)(cid:29)(cid:10)(cid:0)(cid:10)(cid:22)(cid:13)(cid:14)(cid:5)(cid:3)(cid:6)(cid:3)(cid:10)(cid:7)(cid:0)(cid:5) I(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)(cid:27)(cid:24)(cid:23)(cid:27)(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)J(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:5)(cid:11)(cid:14)(cid:0)(cid:12)(cid:16)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23)(cid:0)(cid:7)(cid:10)(cid:11)(cid:6)(cid:3)(cid:6)(cid:16)(cid:8)(cid:3)(cid:28)(cid:0)((cid:14)(cid:6)(cid:3)(cid:0)(cid:22)(cid:10)(cid:5)(cid:8)(cid:3)(cid:0)(cid:9)(cid:10)(cid:17)(cid:23)(cid:6)(cid:8)(cid:26)(cid:0)(cid:16)(cid:8)(cid:0)(cid:6)(cid:8)(cid:11)(cid:16)(cid:22)(cid:6)(cid:8)(cid:26)(cid:0)(cid:10)(cid:11)(cid:16)(cid:8)(cid:16)(cid:22)(cid:6)(cid:11)(cid:0)(cid:5)(cid:8)(cid:7) (cid:21)(cid:6)(cid:8)(cid:5)(cid:8)(cid:11)(cid:6)(cid:5)(cid:17)(cid:0)(cid:7)(cid:5)(cid:12)(cid:5)(cid:0)(cid:12)(cid:16)(cid:0)(cid:21)(cid:16)(cid:9)(cid:22)(cid:0)(cid:5)(cid:0)(cid:25)(cid:6)(cid:10)(cid:29)(cid:0)(cid:16)(cid:21)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:10)(cid:11)(cid:16)(cid:8)(cid:16)(cid:22)(cid:6)(cid:11)(cid:0)(cid:16)(cid:19)(cid:12)(cid:17)(cid:16)(cid:16)(cid:30)(cid:20)(cid:0)(cid:5)(cid:8)(cid:7)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:13)(cid:9)(cid:6)(cid:5)(cid:12)(cid:10)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23)(cid:0)(cid:3)(cid:12)(cid:5)(cid:8)(cid:11)(cid:10)(cid:0)(cid:26)(cid:6)(cid:25)(cid:10)(cid:8)(cid:0)(cid:12)(cid:14)(cid:5)(cid:12) (cid:16)(cid:19)(cid:12)(cid:17)(cid:16)(cid:16)(cid:30)(cid:28)(cid:0)
12,r221205a,K(cid:21)(cid:0)(cid:11)(cid:16)(cid:19)(cid:9)(cid:3)(cid:10)(cid:20)(cid:0)(cid:3)(cid:19)(cid:11)(cid:14)(cid:0)(cid:5)(cid:8)(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:5)(cid:11)(cid:14)(cid:0)(cid:6)(cid:3)(cid:0)(cid:8)(cid:16)(cid:12)(cid:14)(cid:6)(cid:8)(cid:26)(cid:0)(cid:8)(cid:10)(cid:29)(cid:28)(cid:0)(cid:0)’(cid:10)(cid:0)(cid:5)(cid:17)(cid:29)(cid:5)(cid:23)(cid:3)(cid:0)(cid:17)(cid:16)(cid:16)(cid:30)(cid:0)(cid:5)(cid:12)(cid:0)(cid:5)(cid:17)(cid:17)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:5)(cid:25)(cid:5)(cid:6)(cid:17)(cid:5)(cid:24)(cid:17)(cid:10)(cid:0)(cid:6)(cid:8)(cid:21)(cid:16)(cid:9)(cid:22)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:0)(cid:24)(cid:10)(cid:21)(cid:16)(cid:9)(cid:10) (cid:22)(cid:5)(cid:30)(cid:6)(cid:8)(cid:26)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23)(cid:0)(cid:7)(cid:10)(cid:11)(cid:6)(cid:3)(cid:6)(cid:16)(cid:8)(cid:3)(cid:28)(cid:0)(cid:0)+(cid:19)(cid:12)(cid:0)I(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)(cid:27)(cid:24)(cid:23)(cid:27)(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)J(cid:0)(cid:14)(cid:10)(cid:17)(cid:13)(cid:3)(cid:0)(cid:12)(cid:16)(cid:0)(cid:7)(cid:6)(cid:21)(cid:21)(cid:10)(cid:9)(cid:10)(cid:8)(cid:12)(cid:6)(cid:5)(cid:12)(cid:10)(cid:0)(cid:21)(cid:9)(cid:16)(cid:22)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:13)(cid:9)(cid:10)(cid:25)(cid:6)(cid:16)(cid:19)(cid:3) (cid:21)(cid:16)(cid:9)(cid:29)(cid:5)(cid:9)(cid:7)(cid:27)(cid:26)(cid:19)(cid:6)(cid:7)(cid:5)(cid:8)(cid:11)(cid:10)(cid:0)(cid:24)(cid:5)(cid:3)(cid:10)(cid:7)(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:5)(cid:11)(cid:14)(cid:20)(cid:0)(cid:29)(cid:14)(cid:6)(cid:11)(cid:14)(cid:0)(cid:9)(cid:10)(cid:17)(cid:6)(cid:10)(cid:7)(cid:0)(cid:16)(cid:8)(cid:0)(cid:17)(cid:16)(cid:8)(cid:26)(cid:10)(cid:9)(cid:0)(cid:12)(cid:10)(cid:9)(cid:22)(cid:0)(cid:11)(cid:16)(cid:22)(cid:22)(cid:6)(cid:12)(cid:22)(cid:10)(cid:8)(cid:12)(cid:3)(cid:0)(cid:12)(cid:16)(cid:0)(cid:5)(cid:0)(cid:26)(cid:6)(cid:25)(cid:10)(cid:8)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23) (cid:3)(cid:12)(cid:5)(cid:8)(cid:11)(cid:10)(cid:20)(cid:0)(cid:12)(cid:23)(cid:13)(cid:6)(cid:11)(cid:5)(cid:17)(cid:17)(cid:23)(cid:0)(cid:3)(cid:13)(cid:5)(cid:8)(cid:8)(cid:6)(cid:8)(cid:26)(cid:0)(cid:3)(cid:10)(cid:25)(cid:10)(cid:9)(cid:5)(cid:17)(cid:0)2(cid:16)(cid:25)(cid:10)(cid:9)(cid:8)(cid:6)(cid:8)(cid:26)(cid:0)*(cid:16)(cid:19)(cid:8)(cid:11)(cid:6)(cid:17)(cid:0)(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)(cid:3)(cid:28)(cid:0)(cid:0)(cid:15)(cid:19)(cid:11)(cid:14)(cid:0)(cid:5)(cid:8)(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:5)(cid:11)(cid:14)(cid:0)(cid:6)(cid:3)(cid:0)(cid:11)(cid:17)(cid:10)(cid:5)(cid:9)(cid:17)(cid:23) (cid:6)(cid:8)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:13)(cid:9)(cid:6)(cid:5)(cid:12)(cid:10)(cid:0)(cid:6)(cid:8)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:11)(cid:19)(cid:9)(cid:9)(cid:10)(cid:8)(cid:12)(cid:0)(cid:14)(cid:6)(cid:26)(cid:14)(cid:27)(cid:6)(cid:8)(cid:21)(cid:17)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:20)(cid:0)(cid:14)(cid:6)(cid:26)(cid:14)(cid:27)(cid:19)(cid:8)(cid:11)(cid:10)(cid:9)(cid:12)(cid:5)(cid:6)(cid:8)(cid:12)(cid:23)(cid:20)(cid:0)(cid:10)(cid:11)(cid:16)(cid:8)(cid:16)(cid:22)(cid:6)(cid:11)(cid:0)(cid:10)(cid:8)(cid:25)(cid:6)(cid:9)(cid:16)(cid:8)(cid:22)(cid:10)(cid:8)(cid:12)(cid:28)
13,r221205a,(cid:4)(cid:0)(cid:11)(cid:16)(cid:19)(cid:17)(cid:7)(cid:0)(cid:17)(cid:6)(cid:3)(cid:12)(cid:0)(cid:22)(cid:5)(cid:8)(cid:23)(cid:0)(cid:12)(cid:23)(cid:13)(cid:10)(cid:3)(cid:0)(cid:16)(cid:21)(cid:0)(cid:19)(cid:8)(cid:11)(cid:10)(cid:9)(cid:12)(cid:5)(cid:6)(cid:8)(cid:12)(cid:23)(cid:0)(cid:12)(cid:14)(cid:5)(cid:12)(cid:0)(cid:22)(cid:5)(cid:30)(cid:10)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:21)(cid:19)(cid:12)(cid:19)(cid:9)(cid:10)(cid:0)(cid:10)(cid:11)(cid:16)(cid:8)(cid:16)(cid:22)(cid:6)(cid:11)(cid:0)(cid:16)(cid:19)(cid:12)(cid:17)(cid:16)(cid:16)(cid:30)(cid:0)(cid:14)(cid:5)(cid:9)(cid:7)(cid:0)(cid:12)(cid:16)(cid:0)(cid:13)(cid:9)(cid:10)(cid:7)(cid:6)(cid:11)(cid:12)(cid:28)(cid:0)(cid:0)+(cid:19)(cid:12) (cid:21)(cid:16)(cid:9)(cid:0)(cid:22)(cid:16)(cid:8)(cid:10)(cid:12)(cid:5)(cid:9)(cid:23)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23)(cid:0)(cid:5)(cid:12)(cid:0)(cid:12)(cid:14)(cid:6)(cid:3)(cid:0)(cid:12)(cid:6)(cid:22)(cid:10)(cid:20)(cid:0)(cid:4)(cid:0)(cid:14)(cid:5)(cid:25)(cid:10)(cid:0)(cid:6)(cid:8)(cid:0)(cid:22)(cid:6)(cid:8)(cid:7)(cid:0)(cid:24)(cid:9)(cid:16)(cid:5)(cid:7)(cid:17)(cid:23)(cid:0)(cid:12)(cid:14)(cid:9)(cid:10)(cid:10)L
14,r221205a,MNO(cid:0)(cid:0)(cid:0)(cid:19)(cid:8)(cid:11)(cid:10)(cid:9)(cid:12)(cid:5)(cid:6)(cid:8)(cid:12)(cid:23)(cid:0)(cid:6)(cid:8)(cid:0)(cid:9)(cid:10)(cid:17)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:0)(cid:12)(cid:16)(cid:0)(cid:29)(cid:14)(cid:5)(cid:12)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:21)(cid:19)(cid:12)(cid:19)(cid:9)(cid:10)(cid:0)(cid:14)(cid:16)(cid:17)(cid:7)(cid:3)P
15,r221205a,M O(cid:0)(cid:0)(cid:0)(cid:19)(cid:8)(cid:11)(cid:10)(cid:9)(cid:12)(cid:5)(cid:6)(cid:8)(cid:12)(cid:23)(cid:0)(cid:6)(cid:8)(cid:0)(cid:9)(cid:10)(cid:17)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:0)(cid:12)(cid:16)(cid:0)(cid:14)(cid:16)(cid:29)(cid:0)(cid:16)(cid:19)(cid:9)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23)(cid:0)(cid:12)(cid:9)(cid:5)(cid:8)(cid:3)(cid:22)(cid:6)(cid:12)(cid:3)P(cid:0)(cid:5)(cid:8)(cid:7)
16,r221205a,M%O(cid:0)(cid:0)(cid:0)(cid:19)(cid:8)(cid:11)(cid:10)(cid:9)(cid:12)(cid:5)(cid:6)(cid:8)(cid:12)(cid:23)(cid:0)(cid:5)(cid:24)(cid:16)(cid:19)(cid:12)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:10).(cid:12)(cid:10)(cid:8)(cid:12)(cid:0)(cid:16)(cid:21)(cid:0)(cid:3)(cid:12)(cid:9)(cid:19)(cid:11)(cid:12)(cid:19)(cid:9)(cid:5)(cid:17)(cid:0)(cid:11)(cid:14)(cid:5)(cid:8)(cid:26)(cid:10)(cid:0)(cid:12)(cid:14)(cid:5)(cid:12)(cid:0)(cid:29)(cid:10)(cid:0)(cid:5)(cid:9)(cid:10)(cid:0)(cid:19)(cid:8)(cid:7)(cid:10)(cid:9)(cid:26)(cid:16)(cid:6)(cid:8)(cid:26)(cid:28)
17,r221205a,(cid:4)(cid:12)(cid:0)(cid:6)(cid:3)(cid:0)(cid:29)(cid:6)(cid:12)(cid:14)(cid:6)(cid:8)(cid:0)(cid:12)(cid:14)(cid:6)(cid:3)(cid:0)(cid:11)(cid:16)(cid:8)(cid:12)(cid:10).(cid:12)(cid:0)(cid:16)(cid:21)(cid:0)(cid:19)(cid:8)(cid:11)(cid:10)(cid:9)(cid:12)(cid:5)(cid:6)(cid:8)(cid:12)(cid:23)(cid:0)(cid:12)(cid:14)(cid:5)(cid:12)(cid:0)(cid:29)(cid:10)(cid:0)(cid:5)(cid:9)(cid:10)(cid:0)(cid:12)(cid:5)(cid:30)(cid:6)(cid:8)(cid:26)(cid:0)(cid:22)(cid:16)(cid:8)(cid:10)(cid:12)(cid:5)(cid:9)(cid:23)(cid:0)(cid:13)(cid:16)(cid:17)(cid:6)(cid:11)(cid:23)(cid:0)(cid:7)(cid:10)(cid:11)(cid:6)(cid:3)(cid:6)(cid:16)(cid:8)(cid:3)(cid:0)(cid:3)(cid:16)(cid:0)(cid:21)(cid:16)(cid:9)(cid:0)(cid:8)(cid:16)(cid:29)(cid:0)(cid:5) (cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)(cid:27)(cid:24)(cid:23)(cid:27)(cid:22)(cid:10)(cid:10)(cid:12)(cid:6)(cid:8)(cid:26)(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:5)(cid:11)(cid:14)(cid:0)(cid:6)(cid:3)(cid:0)(cid:5)(cid:13)(cid:13)(cid:9)(cid:16)(cid:13)(cid:9)(cid:6)(cid:5)(cid:12)(cid:10)(cid:28)
18,r221205a,(cid:15)(cid:16)(cid:0)(cid:29)(cid:14)(cid:5)(cid:12)(cid:0)(cid:6)(cid:3)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:6)(cid:8)(cid:11)(cid:16)(cid:22)(cid:6)(cid:8)(cid:26)(cid:0)(cid:7)(cid:5)(cid:12)(cid:5)(cid:0)(cid:12)(cid:10)(cid:17)(cid:17)(cid:6)(cid:8)(cid:26)(cid:0)(cid:19)(cid:3)&
19,r221205a,Q(cid:10)(cid:5)(cid:7)(cid:17)(cid:6)(cid:8)(cid:10)(cid:0)(cid:6)(cid:8)(cid:21)(cid:17)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:0)(cid:22)(cid:10)(cid:5)(cid:3)(cid:19)(cid:9)(cid:10)(cid:3)(cid:0)(cid:14)(cid:5)(cid:25)(cid:10)(cid:0)(cid:11)(cid:16)(cid:8)(cid:12)(cid:6)(cid:8)(cid:19)(cid:10)(cid:7)(cid:0)(cid:12)(cid:16)(cid:0)(cid:6)(cid:8)(cid:11)(cid:9)(cid:10)(cid:5)(cid:3)(cid:10)(cid:20)(cid:0)(cid:13)(cid:5)(cid:9)(cid:12)(cid:17)(cid:23)(cid:0)(cid:9)(cid:10)(cid:21)(cid:17)(cid:10)(cid:11)(cid:12)(cid:6)(cid:8)(cid:26)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:7)(cid:10)(cid:17)(cid:5)(cid:23)(cid:10)(cid:7)(cid:0)(cid:13)(cid:5)(cid:3)(cid:3)(cid:27)(cid:12)(cid:14)(cid:9)(cid:16)(cid:19)(cid:26)(cid:14)
20,r221205a,(cid:21)(cid:9)(cid:16)(cid:22)(cid:0)(cid:10)(cid:8)(cid:10)(cid:9)(cid:26)(cid:23)(cid:0)(cid:5)(cid:8)(cid:7)(cid:0)(cid:11)(cid:16)(cid:22)(cid:22)(cid:16)(cid:7)(cid:6)(cid:12)(cid:23)(cid:0)(cid:13)(cid:9)(cid:6)(cid:11)(cid:10)(cid:0)(cid:3)(cid:14)(cid:16)(cid:11)(cid:30)(cid:3)(cid:28)(cid:0)(cid:0)+(cid:5)(cid:3)(cid:10)(cid:7)(cid:0)(cid:16)(cid:8)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:9)(cid:10)(cid:11)(cid:10)(cid:8)(cid:12)(cid:0)(cid:21)(cid:17)(cid:5)(cid:3)(cid:14)(cid:0)(cid:10)(cid:3)(cid:12)(cid:6)(cid:22)(cid:5)(cid:12)(cid:10)(cid:3)(cid:0)(cid:21)(cid:16)(cid:9)(cid:0)R(cid:16)(cid:25)(cid:10)(cid:22)(cid:24)(cid:10)(cid:9)(cid:20)(cid:0)(cid:12)(cid:29)(cid:16)(cid:27)
21,r221205a,(cid:12)(cid:14)(cid:6)(cid:9)(cid:7)(cid:3)(cid:0)(cid:16)(cid:21)(cid:0)(cid:14)(cid:10)(cid:5)(cid:7)(cid:17)(cid:6)(cid:8)(cid:10)(cid:0)(cid:6)(cid:8)(cid:21)(cid:17)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)(cid:0)(cid:6)(cid:8)(cid:0)(cid:12)(cid:14)(cid:10)(cid:0)(cid:10)(cid:19)(cid:9)(cid:16)(cid:0)(cid:5)(cid:9)(cid:10)(cid:5)(cid:0)(cid:6)(cid:3)(cid:0)(cid:7)(cid:19)(cid:10)(cid:0)(cid:12)(cid:16)(cid:0)(cid:10)(cid:8)(cid:10)(cid:9)(cid:26)(cid:23)(cid:0)M%(cid:28)S!(cid:0)(cid:16)(cid:21)(cid:0)N#!(cid:0)(cid:6)(cid:8)(cid:21)(cid:17)(cid:5)(cid:12)(cid:6)(cid:16)(cid:8)O(cid:0)(cid:5)(cid:8)(cid:7)(cid:0)(cid:21)(cid:16)(cid:16)(cid:7)
22,r221205a,M (cid:28)S!O(cid:20)(cid:0)(cid:21)(cid:5)(cid:9)(cid:0)(cid:5)(cid:24)(cid:16)(cid:25)(cid:10)(cid:0)(cid:6)(cid:12)(cid:3)(cid:0)(cid:14)(cid:6)(cid:3)(cid:12)(cid:16)(cid:9)(cid:6)(cid:11)(cid:5)(cid:17)(cid:0)(cid:3)(cid:14)(cid:5)(cid:9)(cid:10)(cid:0)(cid:16)(cid:21)(cid:0)(cid:5)(cid:9)(cid:16)(cid:19)(cid:8)(cid:7)(cid:0)T#!(cid:28)(cid:0)(cid:0)+(cid:19)(cid:12)(cid:0)(cid:6)(cid:12)(cid:0)(cid:29)(cid:16)(cid:19)(cid:17)(cid:7)(cid:0)(cid:24)(cid:10)(cid:0)(cid:29)(cid:9)(cid:16)(cid:8)(cid:26)(cid:0)(cid:12)(cid:16)(cid:0)(cid:5)(cid:3)(cid:11)(cid:9)(cid:6)(cid:24)(cid:10)(cid:0)(cid:16)(cid:19)(cid:9)(cid:0)(cid:11)(cid:19)(cid:9)(cid:9)(cid:10)(cid:8)(cid:12)
