,id,paragraph
18,r230110e,The Network of Central Banks and Supervisors for Greening the Financial System  recognises the importance of reversing nature loss for a successful net zero  transition.
19,r230110e,"The NGFS was founded five years ago on the recognition that climate-related risk  is a threat to the financial system and that the financial sector can play a role in  enabling the transition to a low-carbon economy. We number 140 members and observers now, comprising central banks, financial  supervisors, and international financial institutions from across the world."
20,r230110e,"Nature-related risks have material macroeconomic, macroprudential, and  microprudential consequences."
21,r230110e,"Central banks and supervisors therefore cannot afford to ignore nature and  biodiversity loss. The NGFS has produced three research papers on biodiversity and financial  stability, together with the International Network for Sustainable Financial Policy  Insights, Research, and Exchange, or INSPIRE."
22,r230110e,"The research shows that nature-related shocks can transmit to the financial  system. Corporate dependencies on natural capital pose market and credit  risks to individual financial institutions' portfolios, which can potentially  aggregate into systemic financial exposures."
23,r230110e,"The NGFS has thus created aTaskforce for Biodiversity Loss and Nature-related  Risks , to help mainstream nature-related financial risks across our work on  supervision, financial stability oversight, and monetary policy."
24,r230110e,The Taskforce will develop a comprehensive framework to identify the  transmission channels from nature-related risks to central banking and  supervisory activities.
25,r230110e,"For its part, the Monetary Authority of Singapore has published environmental risk  management guidelines for banks, asset managers, and insurers operating in  Singapore. The Guidelines set out the expectation that financial institutions should  manage environmental risks such as those arising from biodiversity loss."
26,r230110e,Finance can be a powerful force for helping to bend the curve of nature  degradation. 
27,r230110e,"We need financing for more sustainable supply chains, less disruptive  infrastructure, and better farming practices that preserve yield while minimising  land degradation."
28,r230110e,2/4
29,r230110e,BIS - Central bankers' speeches
30,r230110e,The Nature Conservancy estimates that the nature funding gap may be as high as  824 billion US dollars per year.
31,r230110e,"So, what is needed for effective transition finance for natural capital?"
32,r230110e,"First, a clear set of goals to galvanise collective action to restore our natural  capital."
33,r230110e,"The goals must be ambitious yet realistic. Just as the Paris Agreement catalysed the push towards net zero, so can the  Global Biodiversity Framework provide a nexus for science and finance to come  together to tackle the systemic risks that nature loss poses. Goals to protect key biodiversity areas and integrate nature-related risk  management into sustainable production will help to focus the financial sector's  efforts."
34,r230110e,"Second, forge public-private partnerships to mobilise financing for nature- positive outcomes."
35,r230110e,"Public capital can help to mitigate project risk and catalyse private capital,  especially for marginally bankable nature-related projects. We also need to combine financing with capacity building, technology transfer,  and institutional support, to reduce risk and enhance the bankability of such  projects. At the same time, financial institutions must dis-incentivise production processes  that are harmful to biodiversity while ensuring equitable development."
36,r230110e,"Third, strengthen the quality, availability, and comparability of nature-related data."
37,r230110e,"Good-quality data enables effective allocation of capital towards transition finance,  and combats greenwashing. Unlike climate risks, nature-related risks are often location-specific. We can take  advantage of emerging geospatial tools to monitor assets in real time, such as to  track the degradation of carbon sinks or high conservation value lands. The NGFS Taskforce that I mentioned earlier will include guidance for future deep  dives into nature-related metrics, data, and scenario development."
38,r230110e,"Fourth, reliable, consistent, and comparable nature-related disclosures."
39,r230110e,"Standards will help to guide companies in creating much-needed transition plans  for nature. Key stakeholders like the International Sustainability Standards Board, the Task  Force for Nature-Related Financial Disclosures, and jurisdictional standard setters  must work closely together."
40,r230110e,"Along with the climate crisis, the nature crisis is the existential challenge of our  times. We cannot focus on one and hope the other will take care of itself.  We need to  address them both in a holistic manner.  This is the growing conviction of the NGFS and  the financial industry.  With the nature crisis, the financial sector must now translate that  conviction into determined action, as it has begun to do with the climate crisis.  A good "
41,r230110e,3/4
42,r230110e,BIS - Central bankers' speeches
43,r230110e,way to start would be to harness the power of finance to help implement the post-2020  Global Biodiversity Framework.
44,r230110e,Thank you.
45,r230110e,4/4
46,r230110e,BIS - Central bankers' speeches
47,r230110e,
