,Unnamed: 0,url,title,description,date,author,id,climatebert_scores,unweighted_scores,probability_score,gpt_maximum_classification,gpt_average_classification,gpt_sum,gpt_length
14906,13,https://www.bis.org/review/r190116d.htm,Denis Beau: Financial markets - driving innovation and connectivity,"Opening remarks by Mr Denis Beau, First Deputy Governor of the Bank of France, at the Paris Financial Seminar, co-organised by the Hong Kong Monetary Authority and Paris Europlace, Hong Kong, 16 January 2019.",2019-01-16 00:00:00,Denis Beau,r190116d,0.2275255964352534,-0.3758759911243732,0.3120620044378134,1,1.0,1,1
14919,26,https://www.bis.org/review/r190117h.htm,Sabine Lautenschläger: A supervisory perspective on 2019 and beyond,"Speech by Ms Sabine Lautenschläger, Member of the Executive Board of the European Central Bank and Vice-Chair of the Supervisory Board of the European Central Bank, to the Banking &amp;amp; Payments Federation Ireland (BPFI) Risk Management &amp;amp; Supervisory Conference ""Future Supervisory Landscape"", Dublin, 17 January 2019.",2019-01-17 00:00:00,Sabine Lautenschläger,r190117h,-0.8707992914650176,-0.9262337767415576,0.0368831116292212,1,0.5,1,2
14979,86,https://www.bis.org/review/r190215d.htm,Øystein Olsen: Economic perspectives,"Annual address by Mr Øystein Olsen, Governor of Norges Bank (Central Bank of Norway), to the Supervisory Council of Norges Bank and invited guests, Oslo, 14 February 2019.",2019-02-14 00:00:00,Øystein Olsen,r190215d,0.303241755651391,-0.32670102948727814,0.33664948525636096,1,0.25,1,4
15033,140,https://www.bis.org/review/r190319a.htm,"Joachim Wuermeling: What will pass, what will still be around, and what will come? The prospects for Germany's banking sector","Speech by Prof Joachim Wuermeling, Member of the Executive Board of the Deutsche Bundesbank, at the Bundesbank symposium ""Banking supervision in dialogue"", Frankfurt am Main, 19 March 2019.",2019-03-19 00:00:00,Joachim Wuermeling,r190319a,-0.4354011529200786,-0.7046183541014388,0.1476908229492806,1,0.5,1,2
15078,185,https://www.bis.org/review/r190329b.htm,Denis Beau: Opportunities and risks of evolving sources of financing for the economy,"Speech by Mr Denis Beau, First Deputy Governor of the Bank of France, at ""Les Rencontres du financement de l'économie"", organized by Option Finance, Paris, 26 March 2019.",2019-03-26 00:00:00,Denis Beau,r190329b,-0.1801204919815063,-0.5725527048110962,0.2137236475944519,1,1.0,1,1
15079,186,https://www.bis.org/review/r190329c.htm,Adrian Orr:  In service to society - New Zealand's revised monetary policy framework and the imperative for institutional change,"Speech by Mr Adrian Orr, Governor of the Reserve Bank of New Zealand, at an event, Wellington, 29 March 2019.",2019-03-29 00:00:00,Adrian Orr,r190329c,-0.181735895181957,-0.5811797537301716,0.2094101231349142,1,0.5,1,2
15112,219,https://www.bis.org/review/r190410d.htm,Øystein Olsen: Economic perspectives,"Address by Mr Øystein Olsen, Governor of Norges Bank (Central Bank of Norway), to foreign embassy representatives, Oslo, 8 April 2019.",2019-04-08 00:00:00,Øystein Olsen,r190410d,0.5141852214222863,-0.2186757184210278,0.39066214078948613,1,0.3333333333333333,1,3
15136,243,https://www.bis.org/review/r190429f.htm,Philip R Lane: Tail risks and the Irish economy,"Lecture by Mr Philip R Lane, Governor of the Central Bank of Ireland, to the UCD School of Economics, Dublin, 16 April 2019.",2019-04-16 00:00:00,Philip R Lane,r190429f,-0.173226551097982,-0.556870269424775,0.2215648652876125,1,0.5,1,2
15178,285,https://www.bis.org/review/r190508i.htm,"Ed Sibley: Functioning of the insurance market, key industry issues and challenges ahead","Address by Mr Ed Sibley, Deputy Governor (Prudential Regulation) of the Central Bank of Ireland, to Insurance Ireland Annual Industry Lunch 2019, Dublin, 8 May 2019.",2019-05-08 00:00:00,Ed Sibley,r190508i,-0.5783445258935292,-0.7779890318711599,0.11100548406442007,1,0.5,1,2
15196,303,https://www.bis.org/review/r190517a.htm,Stephen S Poloz: Release of the Financial System Review,"Opening statement by Mr Stephen S Poloz, Governor of the Bank of Canada, at the press conference following the release of the Financial System Review, Ottawa, Ontario, 16 May 2019.",2019-05-16 00:00:00,Stephen S Poloz,r190517a,-0.1738125443458557,-0.5731303930282593,0.21343480348587035,1,1.0,1,1
15226,333,https://www.bis.org/review/r190523e.htm,Philip R Lane: The academy and the economy,"Remarks by Mr Philip R Lane, Governor of the Central Bank of Ireland, to the Trinity Business + Technology Forum 19, Trinity College Dublin, Dublin, 23 May 2019.",2019-05-23 00:00:00,Philip R Lane,r190523e,-0.0702003902859157,-0.5138762725724114,0.2430618637137943,1,1.0,1,1
15285,392,https://www.bis.org/review/r190612i.htm,Yannis Stournaras: A retrospective on euro area monetary policy during and after the recent financial crisis,"Speech by Mr Yannis Stournaras, Governor of the Bank of Greece, at the 23rd International Conference on Macroeconomic Analysis and International Finance, University of Crete, Department of Economics, Rethymno, 31 May 2019.",2019-05-31 00:00:00,Yannis Stournaras,r190612i,-0.3127113878726959,-0.6453392485777537,0.17733037571112314,1,0.5,1,2
15298,405,https://www.bis.org/review/r190613h.htm,Andréa M Maechler: Developments in Swiss and international financial and foreign exchange markets,"Speech by Ms Andréa M Maechler, Member of the Governing Board of the Swiss National Bank, at the Media News Conference of the Swiss National Bank, Berne, 13 June 2019.",2019-06-13 00:00:00,Andréa M Maechler,r190613h,0.1703461408615112,-0.4007763385772705,0.29961183071136477,1,1.0,1,1
15299,406,https://www.bis.org/review/r190617a.htm,Nor Shamsiah Mohd Yunus: Shifting tides - future of finance,"Opening remarks by Ms Nor Shamsiah Mohd Yunus, Governor of the Central Bank of Malaysia (Bank Negara Malaysia), at the MyFintech Week 2019 ""Shifting Tides: Future of Finance"", Kuala Lumpur, 17 June 2019.",2019-06-17 00:00:00,Nor Shamsiah Mohd Yunus,r190617a,0.1049231832677667,-0.42827130447734485,0.2858643477613276,1,0.5,1,2
15302,409,https://www.bis.org/review/r190617d.htm,Denis Beau: Navigating a changing weather,"Speech by Mr Denis Beau, First Deputy Governor of the Bank of France, at a Meeting with Observatory Group, New York City, 10 June 2019.",2019-06-10 00:00:00,Denis Beau,r190617d,-0.2456788867712021,-0.61529740691185,0.192351296544075,1,1.0,1,1
15305,412,https://www.bis.org/review/r190617g.htm,Benoît Cœuré: Interview in the Financial Times,"Interview with Mr Benoît Cœuré, Member of the Executive Board of the European Central Bank, in the Financial Times, conducted by Ms Claire Jones on 12 June 2019, and published on 17 June 2019.",2019-06-17 00:00:00,Benoît Cœuré,r190617g,-0.3457530352377122,-0.667531713362663,0.16623414331866848,1,0.5,1,2
15321,428,https://www.bis.org/review/r190627a.htm,"Mark Carney: Enable, empower, ensure - a new finance for the new economy","Speech by Mr Mark Carney, Governor of the Bank of England, at the Lord Mayor's Banquet for Bankers and Merchants of the City of London, at The Mansion House, London, 20 June 2019.",2019-06-20 00:00:00,Mark Carney,r190627a,0.2970491816412727,-0.34328645692681364,0.32835677153659315,1,1.0,3,3
15351,458,https://www.bis.org/review/r190712i.htm,François Villeroy de Galhau: New frontiers in finance,"Speech by Mr François Villeroy de Galhau, Governor of the Bank of France, at the Paris Europlace International Financial Forum, Paris, 9 July 2019.",2019-07-09 00:00:00,François Villeroy de Galhau,r190712i,0.4264516025781631,-0.27165285050868987,0.36417357474565504,1,1.0,1,1
15365,472,https://www.bis.org/review/r190711n.htm,"Ravi Menon: The wellness of investing - eating well, sleeping well, feeling well","Keynote remarks by Mr Ravi Menon, Managing Director of the Monetary Authority of Singapore, at SIAS 1st Master Series Investment Conference, Singapore, 11 July 2019.",2019-07-11 00:00:00,Ravi Menon,r190711n,0.6392938066273928,-0.17119094170629978,0.4144045291468501,1,1.0,2,2
15385,492,https://www.bis.org/review/r190716h.htm,Margarita Delgado: Banks and society. Looking to the future,"Speech by Ms Margarita Delgado, Deputy Governor of the Bank of Spain, at the Círculo Financiero de la Sociedad Económica Barcelonesa de amigos del país, Barcelona, 1 July 2019.",2019-07-01 00:00:00,Margarita Delgado,r190716h,-0.2986401296129413,-0.6372971861970191,0.18135140690149043,1,0.3333333333333333,1,3
15427,534,https://www.bis.org/review/r190815c.htm,Guy Debelle: Risks to the outlook,"Keynote address by Mr Guy Debelle, Deputy Governor of the Reserve Bank of Australia, at the 14th Annual Risk Australia Conference, Sydney, 15 August 2019.",2019-08-15 00:00:00,Guy Debelle,r190815c,-0.1277463155634263,-0.5381735773647532,0.23091321131762338,1,0.5,1,2
15450,557,https://www.bis.org/review/r190820f.htm,Cleviston Haynes: Critical minds for critical times - economic research as a building block for transformative growth in the Caribbean,"Speech by Mr Cleviston Haynes, Governor of the Central Bank of Barbados, at the 39th Annual Review Seminar, Bridgetown, 25 July 2019.",2019-07-25 00:00:00,Cleviston Haynes,r190820f,-0.4176490988050188,-0.7028221402849469,0.14858892985752653,1,1.0,1,1
15469,576,https://www.bis.org/review/r190903g.htm,"Alex Brazier: Stability, agility, opportunity","Speech by Mr Alex Brazier, Executive Director for Financial Stability Strategy and Risk of the Bank of England, at the Edinburgh Futures Institute, University of Edinburgh, Edinburgh, 2 September 2019.",2019-09-02 00:00:00,Alex Brazier,r190903g,-0.0870895835818076,-0.5352523363366419,0.23237383183167903,1,0.6666666666666666,2,3
15502,609,https://www.bis.org/review/r190911c.htm,Olli Rehn: Which economic and financial priorities for fostering growth and innovation in the EU?,"Opening remarks by Mr Olli Rehn, Governor of the Bank of Finland, at the Eurofi Financial Forum 2019, Helsinki, 11 September 2019.",2019-09-11 00:00:00,Olli Rehn,r190911c,-0.1612975358963012,-0.5599147319793701,0.22004263401031493,1,1.0,1,1
15527,634,https://www.bis.org/review/r190919n.htm,"François Villeroy de Galhau: What economic sovereignty for Europe? Facing the threats with lucidity, and boldly seizing an opportunity","Inaugural lesson by Mr François Villeroy de Galhau, Governor of the Bank of France, at the Paris School of International Affairs, Sciences Po Paris, Paris, 18 September 2019.",2019-09-18 00:00:00,François Villeroy de Galhau,r190919n,-0.1210981816858858,-0.5443234040930465,0.22783829795347676,1,0.5,1,2
15562,669,https://www.bis.org/review/r190930h.htm,Ed Sibley: Insurance Ireland - PwC CEO Survey Report Breakfast Briefing,"Address by Mr Ed Sibley, Deputy Governor (Prudential Regulation) of the Central Bank of Ireland, at the Insurance Ireland - PwC CEO Survey Report Breakfast Briefing, Dublin, 27 September 2019.",2019-09-27 00:00:00,Ed Sibley,r190930h,0.2952300579317154,-0.34835044414766375,0.32582477792616815,1,0.5,1,2
15582,689,https://www.bis.org/review/r191007c.htm,Frank Elderson: Two issues to take on together,"Keynote speech by Mr Frank Elderson, Executive Director of Supervision of the Netherlands Bank, at the European Banking Federation's Banking Summit ""Building A Positive Future For Europe"", Brussels, 2 October 2019.",2019-10-02 00:00:00,Frank Elderson,r191007c,0.4327935836254022,-0.2712426032775488,0.3643786983612256,1,0.5,1,2
15612,719,https://www.bis.org/review/r191009m.htm,"Mugur Isărescu: Opening remarks - ""Inclusion and financial stability"" seminar","Opening remarks by Mr Mugur Isărescu, Governor of the National Bank of Romania, at the 13th edition of the regional seminar on Financial Stability ""Inclusion and Financial Stability, organized by the National Bank of Romania together with the International Monetary Fund, Bucharest, 12 September 2019.",2019-09-12 00:00:00,Mugur Isărescu,r191009m,0.0067325333754221,-0.4923466642697652,0.25382666786511743,1,1.0,1,1
15655,762,https://www.bis.org/review/r191023a.htm,"Denis Beau: Ten years after Lehman, is the financial system safer?","Speech by Mr Denis Beau, First Deputy Governor of the Bank of France, at a Conference at Sciences Po Bordeaux, Bordeaux, 18 October 2019.",2019-10-18 00:00:00,Denis Beau,r191023a,-0.5790776379646794,-0.7723137505592839,0.11384312472035807,1,0.5,1,2
15659,766,https://www.bis.org/review/r191023e.htm,Yannis Stournaras: Greece in Europe - reasons for optimism,"Speech by Mr Yannis Stournaras, Governor of the Bank of Greece, at the Annual Stavros Niarchos Foundation Lecture, Yale University, New Haven CT, USA, 19 September 2019.",2019-09-19 00:00:00,Yannis Stournaras,r191023e,-0.6279449411060499,-0.8014608379723369,0.09926958101383154,1,0.5,2,4
15660,767,https://www.bis.org/review/r191023f.htm,"Benjamin E Diokno: The Philippine economy - moving the financial services industry forward through inclusive technology, green initiatives","Speech by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at The Asian Banker's Finance Philippines 2019, Manila, 10 October 2019.",2019-10-10 00:00:00,Benjamin E Diokno,r191023f,0.5994549772956155,-0.1871714862910184,0.4064142568544908,1,1.0,2,2
15671,778,https://www.bis.org/review/r191028c.htm,François Villeroy de Galhau: Insuring in the long term in a short-term world,"Speech by Mr François Villeroy de Galhau, Governor of the Bank of France and Chairman of the Autorité de contrôle prudentiel et de resolution (ACPR), at the 11th International Insurance Conference, Paris, 25 October 2019.",2019-10-25 00:00:00,François Villeroy de Galhau,r191028c,-0.7891022384166717,-0.8889195144176483,0.055540242791175864,1,1.0,1,1
15683,790,https://www.bis.org/review/r191031b.htm,Sabine Lautenschläger: A call for Europe,"Speech by Ms Sabine Lautenschläger, Member of the Executive Board of the European Central Bank, at lecture series ""Mein Europa"", Heinrich-Heine University, Düsseldorf, 30 October 2019.",2019-10-30 00:00:00,Sabine Lautenschläger,r191031b,-0.1891669216802564,-0.5854830398397931,0.20725848008010345,1,0.3333333333333333,1,3
15743,850,https://www.bis.org/review/r191115j.htm,Margarita Delgado: The management of non-financial risk,"Opening remarks by Ms Margarita Delgado, Deputy Governor of the Bank of Spain, at the11th edition of the European SSM Roundtable, organised by the International Bankers Forum (IBF), Madrid, 15 November 2019.",2019-11-15 00:00:00,Margarita Delgado,r191115j,-0.8100451908328317,-0.9007767357609489,0.04961163211952557,1,0.5,1,2
15753,860,https://www.bis.org/review/r191120d.htm,Philip R Lane: Q&amp;amp;A with Fortune,"Q&amp;amp;A with Mr Philip R Lane, Member of the Executive Board of the European Central Bank, and Fortune, conducted by Ms Maithreyi Seetharaman at Fortune Global Forum, Paris, 18 November 2019.",2019-11-18 00:00:00,Philip R Lane,r191120d,-0.2687877480472837,-0.6251923590898514,0.1874038204550743,1,0.5,1,2
15754,861,https://www.bis.org/review/r191120e.htm,Mario Vella: Progressing safely in a riskier world,"Address by Dr Mario Vella, Governor of the Central Bank of Malta, at the annual dinner of the Institute of Financial Services, Saint Julian's, 19 November 2019.",2019-11-19 00:00:00,Mario Vella,r191120e,-0.6365033555030822,-0.7961888718605041,0.10190556406974793,1,0.5,1,2
15756,863,https://www.bis.org/review/r191120a.htm,Gabriel Makhlouf: Resilience through transitions - facing the tumult,"Speech by Mr Gabriel Makhlouf, Governor of the Central Bank of Ireland, at the Waterford Institute of Technology, Waterford, 20 November 2019.",2019-11-20 00:00:00,Gabriel Makhlouf,r191120a,-0.5190176263798115,-0.744881727667742,0.12755913616612902,1,0.4,2,5
15765,872,https://www.bis.org/review/r191122f.htm,Claudia Buch: The Deutsche Bundesbank's 2019 Financial Stability Review,"Speech by Prof Claudia Buch, Deputy President of the Deutsche Bundesbank, at the presentation of the 2019 Financial Stability Review of the Deutsche Bundesbank, Frankfurt am Main, 21 November 2019.",2019-11-21 00:00:00,Claudia Buch,r191122f,-0.4121298832552774,-0.6973310879298619,0.15133445603506906,1,0.5,1,2
15786,893,https://www.bis.org/review/r191129b.htm,Benoît Cœuré: Economics as a profession - from science to practice,"Remarks by Mr Benoît Cœuré, Member of the Executive Board of the European Central Bank, at the PSE job forum, Paris School of Economics, Paris, 28 November 2019.",2019-11-28 00:00:00,Benoît Cœuré,r191129b,-0.4849246351086363,-0.7293163975890802,0.1353418012054599,1,0.3333333333333333,1,3
15787,894,https://www.bis.org/review/r191129c.htm,Jens Weidmann: Consistency as a mandate,"Speech by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chair of the Board of Directors of the Bank for International Settlements, at the ceremony to commemorate ""250 years of the Pfandbrief"", Berlin, 28 November 2019.",2019-11-28 00:00:00,Jens Weidmann,r191129c,0.19509034441865,-0.38434783401696576,0.30782608299151715,1,0.6666666666666666,2,3
15800,907,https://www.bis.org/review/r191203b.htm,Lars Rohde: The impact of climate change on financial stability and the need for a European banking union,"Speech by Mr Lars Rohde, Governor of the National Bank of Denmark, at the annual meeting of Finance Denmark, Copenhagen, 2 December 2019.",2019-12-02 00:00:00,Lars Rohde,r191203b,0.6646625101566315,-0.16504345337549844,0.4174782733122508,1,0.5,1,2
15827,934,https://www.bis.org/review/r191211c.htm,Mohammad Y Al-Hashel: Regulation and supervision - from old fault lines to emerging concerns,"Keynote speech by His Excellency Dr Mohammad Y Al-Hashel, Governor of the Central Bank of Kuwait, at the 14th High Level Meeting for the Middle East &amp;amp; North Africa Region, jointly organized by the Basel Committee on Banking Supervision, the Financial Stability Institute and the Arab Monetary Fund, Abu Dhabi, 11 December 2019.",2019-12-11 00:00:00,Mohammad Y Al-Hashel,r191211c,0.7058466076850891,-0.1332168610472428,0.4333915694763786,1,1.0,1,1
15836,943,https://www.bis.org/review/r191213b.htm,"Thomas Jordan: Introductory remarks, Swiss National Bank news conference","Introductory remarks by Mr Thomas Jordan, Chairman of the Governing Board of the Swiss National Bank, at the Media News Conference of the Swiss National Bank, Berne, 12 December 2019.",2019-12-12 00:00:00,Thomas Jordan,r191213b,-0.2237762625400836,-0.6055688445384686,0.1972155777307657,1,0.5,1,2
15837,944,https://www.bis.org/review/r191213c.htm,"Fritz Zurbrügg: Introductory remarks, Swiss National Bank news conference","Introductory remarks by Mr Fritz Zurbrügg, Vice Chairman of the Governing Board of the Swiss National Bank, at the Media News Conference of the Swiss National Bank, Berne, 12 December 2019.",2019-12-12 00:00:00,Fritz Zurbrügg,r191213c,0.2341143718132605,-0.38021137164189267,0.30989431417905366,1,1.0,1,1
15838,945,https://www.bis.org/review/r191213a.htm,"Andréa M Maechler: Introductory remarks, Swiss National Bank news conference","Introductory remarks by Ms Andréa M Maechler, Member of the Governing Board of the Swiss National Bank, at the Media News Conference of the Swiss National Bank, Berne, 12 December 2019.",2019-12-12 00:00:00,Andréa M Maechler,r191213a,-0.1026140716340806,-0.5462625688976712,0.2268687155511644,1,1.0,1,1
15847,954,https://www.bis.org/review/r191217c.htm,Christine Lagarde: Interview with NOS Nieuwsuur,"Transcript of the interview with Ms Christine Lagarde, President of the European Central Bank, and NOS Nieuwsuur, conducted by Ms Mariëlle Tweebeeke on 12 December 2019 and broadcast (in part) on 12 December 2019.",2019-12-12 00:00:00,Christine Lagarde,r191217c,-0.3176900267601013,-0.6503680070241292,0.1748159964879354,1,0.5,1,2
