,id,paragraph
351,r221207d,"prone to tax evasion, money laundering, terrorist financing and the circumvention of sanctions, while they"
352,r221207d,"consume considerable amounts of energy, especially when relying on proof-of-work. For example,"
353,r221207d,Digiconomist estimates that one Bitcoin transaction (using proof-of-work) has a carbon footprint equivalent
354,r221207d,"to that of 804,367 Visa transactions. Following the recent switch to the proof-of-stake method,"
355,r221207d,Digiconomist estimates the carbon footprint of one Ethereum transaction to be equivalent to that of 22
356,r221207d,Visa transactions.
357,r221207d,37. 
358,r221207d,"Financial Action Task Force (2022), “"
359,r221207d,Targeted Update on Implementation of the FATF Standards on Virtual
360,r221207d,Assets and Virtual Asset Service Providers
361,r221207d,"”, June."
362,r221207d,38. 
363,r221207d,The OECD recently approved a Crypto-Asset Reporting Framework (CARF) which provides for the
364,r221207d,standardised reporting of tax information on transactions in crypto-assets and could help address the tax
365,r221207d,aspect.
366,r221207d,39. 
367,r221207d,"See Panetta, F. (2022), “"
368,r221207d,Investing in Europe’s future: The case for a rethink
369,r221207d,"”, speech at Istituto per gli"
370,r221207d,"Studi di Politica Internazionale (ISPI), Milan, 11 November."
371,r221207d,40. 
372,r221207d,"See Panetta, F. (2022), “"
373,r221207d,Greener and cheaper: could the transition away from fossil fuels generate a
374,r221207d,divine coincidence?
375,r221207d,"”, speech at the Italian Banking Association, Rome, 16 November."
376,r221207d,41. 
377,r221207d,"For now, the nearly final EU Regulation on Markets in Crypto-Assets (MiCA) includes a first step by"
378,r221207d,mandating a follow-up on the environmental impact of proof-of-work.
379,r221207d,42. 
380,r221207d,"Moreover, lenders might find it more attractive to put their money in stablecoin issuers instead of the"
381,r221207d,"overnight repo market, impairing market liquidity and amplifying run risks in times of stress."
382,r221207d,43. 
383,r221207d,"See Panetta, F. (2021), “"
384,r221207d,The present and future of money in the digital age
385,r221207d,"”, lecture at Federcasse’s"
386,r221207d,"Lectiones cooperativae, Rome, 10 December."
387,r221207d,44. 
388,r221207d,"Panetta, F. (2022), “"
389,r221207d,"Demystifying wholesale central bank digital currency”, speech at the Deutsche"
390,r221207d,"Bundesbank’s Symposium on “Payments and Securities Settlement in Europe – today and tomorrow”,"
391,r221207d,"Frankfurt am Main, 26 September."
392,r221207d,45. 
393,r221207d,Proposed initiatives include DLT-based securities settlement in central bank money.
394,r221207d,"Copyright 2022, European Central Bank"
395,r221207d,
