,id,paragraph
44,r230110d,"impacts of shifting forces will be difficult in the moment, but we can be confident that our  framework is designed for all seasons."
45,r230110d,Conclusion
46,r230110d,Let me conclude. I've spent most of my time talking about hard lessons and difficult  decisions. But I want to end on a note of optimism.
47,r230110d,"While global forces are shifting, the future will be a lot better than the last three years.  Aging demographics, rising geopolitical tensions and climate change all mean global  economies could face more supply shocks than in the past. But even if volatility does  not return to the pre-pandemic level, we can expect it will be much lower than what we  have all endured these past three years."
48,r230110d,"I also want to stress that the future is not destiny-what we do now will influence how we  are positioned when the future arrives. The more we invest in increasing supply through  trade, automation, innovation, training and immigration, the faster the Canadian  economy can grow without creating inflationary pressures. Canada thrives in a world of  open trade and investment flows, and its market access is among the best in the world.  We need to protect this and deepen our trading relationships. Businesses need to look  to the future and leverage automation to free up workers for higher-value roles and  provide training to prepare them for these opportunities. Governments need to foster  innovation and ensure Canada remains a country of choice for new immigrants."
49,r230110d,"The Bank of Canada's job is to ensure price stability. Low, stable and predictable  inflation is fundamental to a well-functioning and growing economy that delivers  prosperity for its citizens."
50,r230110d,People ask me why we need to be so aggressive about raising interest rates to combat  inflation. They also ask me why we need to get inflation all the way back to 2%.
51,r230110d,"It's simple even though it can be difficult. The longer inflation remains high, and the  higher it is, the harder it is for Canadians to plan their spending and savings. Inflation  erodes the value of money. It distorts and confuses the information and incentives that  consumers, businesses, entrepreneurs, savers and investors rely on to make their  economic decisions. It feeds frustration, social tensions and a sense of unfairness."
52,r230110d,"We want to restore price stability in the best way possible for Canadian workers and  businesses. We know the adjustment is difficult. But it will be worth it. Our monetary  policy is working, and once we all get through this adjustment, our economy can grow  healthily with low inflation. That's what lies ahead if we follow through."
53,r230110d,"Our resolution is simple, and our resolve is absolute. We will restore price stability for all  Canadians."
54,r230110d,Thank you.
55,r230110d,I would like to thank Don Coletti and Césaire Meh for their help in preparing this  speech. 
56,r230110d,5/5
57,r230110d,BIS - Central bankers' speeches
58,r230110d,
